difference_metric,loss,mae,mape,mse,r2_score,rmse,val_difference_metric,val_loss,val_mae,val_mape,val_mse,val_r2_score,val_rmse
0.13108132779598236,0.02222958765923977,0.02222958765923977,38.21699523925781,0.0009261933155357838,-46.144012451171875,0.15717311203479767,0.13175539672374725,0.021166719496250153,0.021166719496250153,302715.5,0.000828612654004246,-116.26271057128906,0.15845932066440582
0.13029947876930237,0.02298709936439991,0.02298709936439991,359607.28125,0.0009608981781639159,-122.75552368164062,0.15660680830478668,0.13053788244724274,0.02119869366288185,0.02119869366288185,346483.09375,0.0008205409394577146,-114.07430267333984,0.1572546809911728
0.12818868458271027,0.023477064445614815,0.023477064445614815,62.11599349975586,0.001093115541152656,-44.11223220825195,0.15439793467521667,0.13135552406311035,0.02720312587916851,0.02720312587916851,466492.0625,0.0011738089378923178,-115.46183013916016,0.15808984637260437
0.1307329535484314,0.020034337416291237,0.020034337416291237,348418.375,0.0007313776295632124,-123.66465759277344,0.15709973871707916,0.13345980644226074,0.017544014379382133,0.017544014379382133,296381.25,0.0006385738379321992,-119.4501724243164,0.16036328673362732
0.12973947823047638,0.019517824053764343,0.019517824053764343,35.956756591796875,0.0009181819623336196,-45.381988525390625,0.1560005098581314,0.13203667104244232,0.017623793333768845,0.017623793333768845,328310.03125,0.0006305801798589528,-116.8573989868164,0.15881648659706116
0.1310901939868927,0.018328720703721046,0.018328720703721046,335042.71875,0.0006235941546037793,-124.24684143066406,0.1575484275817871,0.1306646466255188,0.015351659618318081,0.015351659618318081,283992.40625,0.0005027934676036239,-114.41765594482422,0.1572631448507309
0.12549440562725067,0.016378868371248245,0.016378868371248245,37.65652084350586,0.0007452208665199578,-42.339229583740234,0.1511288285255432,0.13072918355464935,0.016595855355262756,0.016595855355262756,275877.09375,0.0005724552320316434,-114.5102767944336,0.15731720626354218
0.1313214749097824,0.017467886209487915,0.017467886209487915,308869.59375,0.0005881048273295164,-124.75891876220703,0.157740518450737,0.13213381171226501,0.018591919913887978,0.018591919913887978,283933.03125,0.0006339189130812883,-117.00029754638672,0.1587890237569809
0.1289035975933075,0.020520489662885666,0.020520489662885666,38.613670349121094,0.0008493179921060801,-44.88348388671875,0.15554581582546234,0.13211944699287415,0.017846902832388878,0.017846902832388878,331018.375,0.0005737618776038289,-116.96573638916016,0.158771350979805
0.13133130967617035,0.01759525015950203,0.01759525015950203,290423.5,0.0005851589376106858,-124.78524017333984,0.15777894854545593,0.1302560418844223,0.022872425615787506,0.022872425615787506,184007.921875,0.0008598204585723579,-113.55329132080078,0.15644985437393188
0.1269700974225998,0.023289350792765617,0.023289350792765617,28.17662239074707,0.000980794313363731,-43.20100402832031,0.15269963443279266,0.12888523936271667,0.017512258142232895,0.017512258142232895,322423.625,0.0005636363057419658,-111.1142578125,0.15518434345722198
